Index,feature name
11654,RP11-285F16.1
11655,SEC31B
11656,NDUFB8.1
11657,HIF1AN
11658,RP11-179B2.2
11659,FAM178A
11660,MRPL43
11661,SEMA4G
11662,C10orf2
11663,LZTS2
11664,PDZD7
11665,SFXN3
11666,RP11-108L7.15
11667,KAZALD1
11668,RP11-107I14.4
11669,BTRC
11670,DPCD
11671,POLL
11672,FBXW4
11673,FGF8
11674,NPM3
11675,MGEA5
11676,KCNIP2
11677,C10orf76
11678,HPS6
11679,LDB1
11680,PPRC1
11681,NOLC1
11682,ELOVL3
11683,PITX3
11684,GBF1
11685,NFKB2
11686,PSD
11687,FBXL15
11688,CUEDC2
11689,C10orf95
11690,TMEM180
11691,ACTR1A
11692,RP11-18I14.11
11693,SUFU
11694,RP11-47A8.5
11695,TRIM8
11696,ARL3
11697,SFXN2
11698,WBP1L
11699,CYP17A1
11700,CYP17A1-AS1
11701,C10orf32
11702,CNNM2
11703,NT5C2
11704,RPEL1
11705,INA
11706,PCGF6
11707,TAF5
11708,USMG5
11709,PDCD11
11710,CALHM2
11711,RP11-225H22.7
11712,RP11-225H22.4
11713,CALHM1
11714,NEURL1
11715,SH3PXD2A
11716,RP11-416N2.4
11717,OBFC1
11718,SLK
11719,COL17A1
11720,SFR1
11721,WDR96
11722,GSTO1
11723,GSTO2
11724,ITPRIP
11725,RP11-127L20.5
11726,CCDC147-AS1
11727,CCDC147
11728,SORCS3
11729,SORCS1
11730,RP11-215N21.1
11731,XPNPEP1
11732,RP11-451M19.3
11733,ADD3
11734,MXI1
11735,SMNDC1
11736,RP11-525A16.4
11737,DUSP5
11738,SMC3
11739,RBM20
11740,PDCD4-AS1
11741,PDCD4
11742,BBIP1
11743,RP11-348N5.7
11744,SHOC2
11745,ADRA2A
11746,GPAM
11747,ACSL5
11748,ZDHHC6
11749,VTI1A
11750,TCF7L2
11751,RP11-57H14.2
11752,NRAP
11753,CASP7
11754,PLEKHS1
11755,DCLRE1A
11756,NHLRC2
11757,ADRB1
11758,C10orf118
11759,TDRD1
11760,VWA2
11761,AFAP1L2
11762,ABLIM1
11763,RP11-106M7.1
11764,FAM160B1
11765,TRUB1
11766,RP11-383C6.2
11767,ATRNL1
11768,GFRA1
11769,PNLIPRP3
11770,PNLIPRP1
11771,C10orf82
11772,HSPA12A
11773,RP11-539I5.1
11774,ENO4
11775,KIAA1598
11776,RP11-501J20.5
11777,SLC18A2
11778,PDZD8
11779,EMX2OS
11780,EMX2
11781,RAB11FIP2
11782,CASC2
11783,FAM204A
11784,CACUL1
11785,NANOS1
11786,EIF3A
11787,FAM45A
11788,SFXN4
11789,PRDX3
11790,GRK5
11791,RGS10
11792,TIAL1
11793,BAG3
11794,INPP5F
11795,MCMBP
11796,SEC23IP
11797,PPAPDC1A
11798,WDR11-AS1
11799,WDR11
11800,FGFR2
11801,ATE1
11802,ATE1-AS1
11803,NSMCE4A
11804,TACC2
11805,BTBD16
11806,PLEKHA1
11807,HTRA1
11808,CUZD1
11809,FAM24B
11810,C10orf88
11811,PSTK
11812,IKZF5
11813,ACADSB
11814,BUB3
11815,CPXM2
11816,CHST15
11817,OAT
11818,RP13-238F13.5
11819,LHPP
11820,FAM53B
11821,FAM53B-AS1
11822,METTL10
11823,FAM175B
11824,ZRANB1
11825,RP11-298J20.3
11826,CTBP2
11827,TEX36
11828,RP11-383C5.3
11829,RP11-383C5.4
11830,EDRF1
11831,MMP21
11832,UROS
11833,BCCIP
11834,DHX32
11835,FANK1
11836,ADAM12
11837,DOCK1
11838,FAM196A
11839,FOXI2
11840,PTPRE
11841,MKI67
11842,RP11-264E18.1
11843,MGMT
11844,RP11-109A6.3
11845,EBF3
11846,LINC00959
11847,GLRX3
11848,TCERG1L
11849,PPP2R2D
11850,BNIP3
11851,JAKMIP3
11852,DPYSL4
11853,STK32C
11854,LRRC27
11855,PWWP2B
11856,RP11-432J24.2
11857,RP11-432J24.3
11858,C10orf91
11859,RP11-432J24.5
11860,INPP5A
11861,TTC40
11862,KNDC1
11863,UTF1
11864,VENTX
11865,MIR202HG
11866,ADAM8
11867,TUBGCP2
11868,ZNF511
11869,CALY
11870,FUOM
11871,ECHS1
11872,PAOX
11873,MTG1
11874,SPRN
11875,CYP2E1
11876,SYCE1
11877,LINC01001
11878,BET1L
11879,RP11-304M2.5
11880,RIC8A
11881,SIRT3
11882,PSMD13
11883,RP11-326C3.2
11884,ATHL1
11885,IFITM5
11886,IFITM2
11887,RP11-326C3.7
11888,IFITM1
11889,RP11-326C3.11
11890,IFITM3
11891,RP11-326C3.12
11892,RP11-326C3.15
11893,B4GALNT4
11894,PKP3
11895,SIGIRR
11896,ANO9
11897,PTDSS2
11898,RP13-317D12.3
11899,RNH1
11900,HRAS
11901,LRRC56
11902,C11orf35
11903,RP11-496I9.1
11904,RASSF7
11905,MIR210HG
11906,PHRF1
11907,IRF7
11908,SCT
11909,DRD4
11910,DEAF1
11911,RP11-754B17.1
11912,EPS8L2
11913,TMEM80
11914,TALDO1
11915,PDDC1
11916,AP006621.5
11917,CEND1
11918,SLC25A22
11919,PIDD
11920,RPLP2
11921,PNPLA2
11922,EFCAB4A
11923,CD151
11924,POLR2L
11925,TSPAN4
11926,RP11-1391J7.1
11927,CHID1
11928,AP2A2
11929,TOLLIP
11930,AC136297.1
11931,TOLLIP-AS1
11932,BRSK2
11933,MOB2
11934,DUSP8
11935,KRTAP5-AS1
11936,IFITM10
11937,CTSD
11938,AC068580.6
11939,SYT8
11940,TNNI2
11941,LSP1
11942,TNNT3
11943,MRPL23
11944,IGF2
11945,TH
11946,ASCL2
11947,C11orf21
11948,TSPAN32
11949,CD81
11950,TSSC4
11951,KCNQ1
11952,KCNQ1OT1
11953,KCNQ1-AS1
11954,CDKN1C
11955,SLC22A18AS
11956,SLC22A18
11957,PHLDA2
11958,NAP1L4
11959,CARS
11960,OSBPL5
11961,ZNF195
11962,RP13-726E6.1
11963,ART5
11964,CHRNA10
11965,NUP98
11966,PGAP2
11967,RHOG
11968,AC090587.5
11969,STIM1
11970,RRM1
11971,RP11-23F23.2
11972,TRIM21
11973,TRIM68
11974,OR51E1
11975,OR51E2
11976,HBB
11977,HBD
11978,HBG1
11979,HBG2
11980,HBE1
11981,UBQLNL
11982,OR52H1
11983,AC015691.13
11984,TRIM6
11985,TRIM5
11986,TRIM22
11987,OR52N4
11988,RP11-290F24.6
11989,FAM160A2
11990,CCKBR
11991,PRKCDBP
11992,RP11-304C12.3
11993,SMPD1
11994,APBB1
11995,HPX
11996,TRIM3
11997,ARFIP2
11998,TIMM10B
11999,DNHD1
12000,RRP8
12001,ILK
12002,TAF10
12003,TPP1
12004,RP11-732A19.9
12005,DCHS1
12006,RP11-732A19.5
12007,MRPL17
12008,ZNF215
12009,ZNF214
12010,SYT9
12011,CTD-2516F10.2
12012,OLFML1
12013,PPFIBP2
12014,CYB5R2
12015,EIF3F
12016,TUB
12017,RIC3
12018,LMO1
12019,STK33
12020,TRIM66
12021,RPL27A
12022,ST5
12023,RP11-318C2.1
12024,AKIP1
12025,TMEM9B
12026,TMEM9B-AS1
12027,NRIP3
12028,SCUBE2
12029,DENND5A
12030,TMEM41B
12031,IPO7
12032,CTD-2371O3.2
12033,AC132192.1
12034,ZNF143
12035,WEE1
12036,SWAP70
12037,RP11-540A21.2
12038,SBF2-AS1
12039,SBF2
12040,ADM
12041,AMPD3
12042,MTRNR2L8
12043,RNF141
12044,MRVI1-AS1
12045,LYVE1
12046,MRVI1
12047,CTR9
12048,EIF4G2
12049,ZBED5
12050,ZBED5-AS1
12051,CTD-2003C8.2
12052,GALNT18
12053,CSNK2A3
12054,RP11-483L5.1
12055,USP47
12056,DKK3
12057,RP13-631K18.2
12058,RP13-631K18.3
12059,MICAL2
12060,MICALCL
12061,PARVA
12062,TEAD1
12063,RP11-47J17.3
12064,RP11-47J17.2
12065,LINC00958
12066,ARNTL
12067,BTBD10
12068,FAR1
12069,RRAS2
12070,COPB1
12071,PSMA1
12072,PDE3B
12073,CYP2R1
12074,CALCB
12075,CALCA
12076,INSC
12077,SOX6
12078,C11orf58
12079,PLEKHA7
12080,RPS13
12081,PIK3C2A
12082,NUCB2
12083,NCR3LG1
12084,RP1-239B22.5
12085,ABCC8
12086,OTOG
12087,KCNC1
12088,SERGEF
12089,TPH1
12090,SAAL1
12091,RP11-113D6.10
12092,SAA4
12093,SAA2
12094,SAA1
12095,HPS5
12096,GTF2H1
12097,LDHA
12098,LDHC
12099,TSG101
12100,UEVLD
12101,SPTY2D1
12102,TMEM86A
12103,IGSF22
12104,RP11-1081L13.4
12105,PTPN5
12106,MRGPRX2
12107,ZDHHC13
12108,E2F8
12109,NAV2
12110,RP11-359E10.1
12111,NAV2-AS3
12112,HTATIP2
12113,PRMT3
12114,NELL1
12115,ANO5
12116,FANCF
12117,GAS2
12118,SVIP
12119,RP11-17A1.3
12120,LUZP2
12121,CTD-2507G9.1
12122,ANO3
12123,MUC15
12124,FIBIN
12125,BBOX1
12126,RP11-1L12.3
12127,CCDC34
12128,LGR4
12129,RP11-159H22.2
12130,LIN7C
12131,BDNF-AS
12132,BDNF
12133,KIF18A
12134,METTL15
12135,RP11-22P4.1
12136,ARL14EP
12137,MPPED2
12138,RP5-1024C24.1
12139,DCDC1
12140,DNAJC24
12141,IMMP1L
12142,ELP4
12143,PAX6
12144,RCN1
12145,EIF3M
12146,PRRG4
12147,QSER1
12148,DEPDC7
12149,TCP11L1
12150,CSTF3
12151,HIPK3
12152,KIAA1549L
12153,RP4-541C22.5
12154,C11orf91
12155,CD59
12156,FBXO3
12157,LMO2
12158,CAPRIN1
12159,NAT10
12160,ABTB2
12161,CAT
12162,ELF5
12163,EHF
12164,APIP
12165,PDHX
12166,RP4-607I7.1
12167,CD44
12168,RP1-68D18.4
12169,SLC1A2
12170,PAMR1
12171,FJX1
12172,TRIM44
12173,LDLRAD3
12174,COMMD9
12175,PRR5L
12176,TRAF6
12177,RAG1
12178,C11orf74
12179,LRRC4C
12180,API5
12181,TTC17
12182,HSD17B12
12183,ALKBH3
12184,C11orf96
12185,RP11-613D13.8
12186,ACCS
12187,EXT2
12188,ALX4
12189,CD82
12190,TSPAN18
12191,TP53I11
12192,PRDM11
12193,RP11-430H10.1
12194,CHST1
12195,CTD-2210P24.4
12196,SLC35C1
12197,CRY2
12198,MAPK8IP1
12199,PEX16
12200,GYLTL1B
12201,PHF21A
12202,RP11-702F3.1
12203,CREB3L1
12204,DGKZ
12205,MDK
12206,AMBRA1
12207,HARBI1
12208,ATG13
12209,ARHGAP1
12210,ZNF408
12211,CKAP5
12212,LRP4-AS1
12213,LRP4
12214,C11orf49
12215,RP11-390K5.3
12216,ARFGAP2
12217,PACSIN3
12218,DDB2
12219,ACP2
12220,NR1H3
12221,MADD
12222,SPI1
12223,RP11-750H9.5
12224,SLC39A13
12225,PSMC3
12226,RAPSN
12227,CELF1
12228,NDUFS3
12229,PTPMT1
12230,KBTBD4
12231,FAM180B
12232,C1QTNF4
12233,MTCH2
12234,AGBL2
12235,FNBP4
12236,NUP160
12237,PTPRJ
12238,FOLH1
12239,APLNR
12240,TNKS1BP1
12241,RP11-872D17.4
12242,SSRP1
12243,PRG2
12244,SLC43A3
12245,RTN4RL2
12246,RP11-624G17.3
12247,SLC43A1
12248,TIMM10
12249,UBE2L6
12250,SERPING1
12251,YPEL4
12252,CLP1
12253,ZDHHC5
12254,MED19
12255,TMX2
12256,C11orf31
12257,CTNND1
12258,LPXN
12259,ZFP91
12260,CNTF
12261,GLYATL2
12262,GLYATL1
12263,RP11-142C4.6
12264,FAM111B
12265,AP001258.4
12266,FAM111A
12267,DTX4
12268,MPEG1
12269,AP000442.4
12270,OSBP
12271,AP000442.1
12272,PATL1
12273,AP000640.2
12274,STX3
12275,AP000640.10
12276,MRPL16
12277,TCN1
12278,MS4A2
12279,MS4A6A
12280,MS4A4A
12281,MS4A7
12282,MS4A14
12283,MS4A1
12284,MS4A10
12285,RP11-804A23.4
12286,CCDC86
12287,PTGDR2
12288,ZP1
12289,PRPF19
12290,TMEM109
12291,TMEM132A
12292,SLC15A3
12293,CD6
12294,CD5
12295,VPS37C
12296,PGA3
12297,VWCE
12298,DDB1
12299,DAK
12300,CYB561A3
12301,TMEM138
12302,TMEM216
12303,CPSF7
12304,SDHAF2
12305,PPP1R32
12306,LRRC10B
12307,SYT7
12308,DAGLA
12309,RP11-467L20.10
12310,MYRF
12311,TMEM258
12312,FEN1
12313,FADS2
12314,FADS1
12315,FADS3
12316,RAB3IL1
12317,BEST1
12318,FTH1
12319,AP003733.1
12320,RP11-810P12.5
12321,INCENP
12322,SCGB2A1
12323,SCGB1D2
12324,SCGB2A2
12325,RP11-703H8.7
12326,ASRGL1
12327,CTD-2531D15.5
12328,AHNAK
12329,RP11-864I4.4
12330,EEF1G
12331,TUT1
12332,MTA2
12333,EML3
12334,ROM1
12335,B3GAT3
12336,GANAB
12337,INTS5
12338,C11orf48
12339,METTL12
12340,C11orf83
12341,UBXN1
12342,LRRN4CL
12343,HNRNPUL2-BSCL2
12344,BSCL2
12345,GNG3
12346,HNRNPUL2
12347,TTC9C
12348,ZBTB3
12349,POLR2G
12350,RP11-727F15.11
12351,TAF6L
12352,TMEM223
12353,RP11-727F15.12
12354,TMEM179B
12355,NXF1
12356,STX5
12357,RP11-727F15.9
12358,WDR74
12359,SLC3A2
12360,CHRM1
12361,AP000438.2
12362,SLC22A10
12363,SLC22A9
12364,HRASLS5
12365,RARRES3
12366,HRASLS2
12367,PLA2G16
12368,ATL3
12369,RTN3
12370,C11orf95
12371,C11orf84
12372,MARK2
12373,RCOR2
12374,NAA40
12375,COX8A
12376,AP000721.4
12377,OTUB1
12378,MACROD1
12379,FLRT1
12380,RP11-21A7A.3
12381,STIP1
12382,FERMT3
12383,TRPT1
12384,NUDT22
12385,RP11-783K16.14
12386,DNAJC4
12387,VEGFB
12388,FKBP2
12389,PPP1R14B
12390,RP11-783K16.5
12391,RP11-783K16.13
12392,PLCB3
12393,BAD
12394,GPR137
12395,KCNK4
12396,TEX40
12397,ESRRA
12398,TRMT112
12399,PRDX5
12400,AP003774.1
12401,CCDC88B
12402,RPS6KA4
12403,AP003774.6
12404,NRXN2
12405,RASGRP2
12406,PYGM
12407,SF1
12408,AP001462.6
12409,RP11-869B15.1
12410,MAP4K2
12411,MEN1
12412,CDC42BPG
12413,EHD1
12414,RP11-665N17.4
12415,ATG2A
12416,PPP2R5B
12417,GPHA2
12418,C11orf85
12419,BATF2
12420,ARL2
12421,SNX15
12422,SAC3D1
12423,NAALADL1
12424,CDCA5
12425,ZFPL1
12426,TMEM262
12427,VPS51
12428,AP003068.9
12429,TM7SF2
12430,ZNHIT2
12431,FAU
12432,SYVN1
12433,MRPL49
12434,AP003068.23
12435,CAPN1
12436,POLA2
12437,CDC42EP2
12438,DPF2
12439,TIGD3
12440,SLC25A45
12441,FRMD8
12442,NEAT1
12443,AP000769.1
12444,MALAT1
12445,AP000769.7
12446,SCYL1
12447,LTBP3
12448,SSSCA1-AS1
12449,SSSCA1
12450,FAM89B
12451,EHBP1L1
12452,KCNK7
12453,MAP3K11
12454,PCNXL3
12455,SIPA1
12456,RELA
12457,KAT5
12458,RNASEH2C
12459,AP5B1
12460,OVOL1
12461,OVOL1-AS1
12462,RP11-770G2.5
12463,CFL1
12464,SNX32
12465,MUS81
12466,EFEMP2
12467,CTSW
12468,FIBP
12469,CCDC85B
12470,FOSL1
12471,C11orf68
12472,DRAP1
12473,SART1
12474,EIF1AD
12475,BANF1
12476,CST6
12477,CATSPER1
12478,SF3B2
12479,RP11-1167A19.2
12480,PACS1
12481,RP11-755F10.1
12482,KLC2
12483,RP11-755F10.3
12484,RAB1B
12485,RP11-867G23.3
12486,RP11-867G23.4
12487,CNIH2
12488,YIF1A
12489,CD248
12490,RIN1
12491,BRMS1
12492,B3GNT1
12493,RP11-867G23.8
12494,SLC29A2
12495,NPAS4
12496,MRPL11
12497,PELI3
12498,CTD-3074O7.5
12499,DPP3
12500,BBS1
12501,ZDHHC24
12502,CTD-3074O7.12
12503,CTSF
12504,CCS
12505,RBM14
12506,RBM4
12507,RBM14-RBM4
12508,RBM4B
12509,RP11-658F2.8
12510,SPTBN2
12511,C11orf80
12512,RCE1
12513,PC
12514,LRFN4
12515,SYT12
12516,RHOD
12517,KDM2A
12518,ADRBK1
12519,ANKRD13D
12520,SSH3
12521,POLD4
12522,CLCF1
12523,RAD9A
12524,PPP1CA
12525,TBC1D10C
12526,CARNS1
12527,RPS6KB2
12528,AP003419.16
12529,PTPRCAP
12530,CORO1B
12531,CABP4
12532,CTC-1337H24.1
12533,TMEM134
12534,AIP
12535,PITPNM1
12536,CDK2AP2
12537,GSTP1
12538,C11orf72
12539,NDUFV1
12540,RP11-655M14.13
12541,NUDT8
12542,ACY3
12543,ALDH3B2
12544,RP11-119D9.1
12545,RP5-903G2.2
12546,UNC93B1
12547,ALDH3B1
12548,NDUFS8
12549,TCIRG1
12550,RP11-802E16.3
12551,CHKA
12552,CTD-2655K5.1
12553,SUV420H1
12554,C11orf24
12555,LRP5
12556,PPP6R3
12557,GAL
12558,MTL5
12559,CPT1A
12560,RP11-757G1.6
12561,MRPL21
12562,IGHMBP2
12563,RP11-554A11.5
12564,MRGPRF
12565,RP11-554A11.6
12566,TPCN2
12567,RP11-554A11.9
12568,MYEOV
12569,RP11-211G23.2
12570,CCND1
12571,ORAOV1
12572,FGF19
12573,RP11-626H12.2
12574,ANO1
12575,FADD
12576,RP11-805J14.5
12577,PPFIA1
12578,AP000487.4
12579,AP000487.5
12580,CTTN
12581,SHANK2
12582,SHANK2-AS1
12583,DHCR7
12584,RP11-660L16.2
12585,NADSYN1
12586,KRTAP5-9
12587,KRTAP5-10
12588,FAM86C1
12589,RP11-849H4.2
12590,RNF121
12591,IL18BP
12592,NUMA1
12593,RP11-849H4.4
12594,LRTOMT
12595,LAMTOR1
12596,ANAPC15
12597,FOLR3
12598,FOLR1
12599,FOLR2
12600,INPPL1
12601,CLPB
12602,RP11-169D4.1
12603,PDE2A
12604,RP11-169D4.2
12605,ARAP1
12606,ARAP1-AS1
12607,STARD10
12608,ATG16L2
12609,FCHSD2
12610,RP11-800A3.3
12611,RP11-800A3.2
12612,P2RY2
12613,P2RY6
12614,RP11-800A3.7
12615,ARHGEF17
12616,RELT
12617,RP11-809N8.2
12618,FAM168A
12619,RP11-809N8.4
12620,PLEKHB1
12621,RAB6A
12622,RP11-707G14.1
12623,MRPL48
12624,COA4
12625,PAAF1
12626,DNAJB13
12627,UCP2
12628,UCP3
12629,C2CD3
12630,PPME1
12631,P4HA3
12632,PGM2L1
12633,KCNE3
12634,LIPT2
12635,AP001372.2
12636,POLD3
12637,CHRDL2
12638,RNF169
12639,XRRA1
12640,SPCS2
12641,NEU3
12642,SLCO2B1
12643,TPBGL
12644,ARRB1
12645,RPS3
12646,KLHL35
12647,GDPD5
12648,SERPINH1
12649,CTD-2530H12.4
12650,MAP6
12651,DGAT2
12652,RP11-535A19.2
12653,UVRAG
12654,WNT11
12655,PRKRIR
12656,RP11-111M22.2
12657,RP11-111M22.3
12658,C11orf30
12659,RP11-672A2.6
12660,RP11-672A2.5
12661,LRRC32
12662,RP11-672A2.3
12663,TSKU
12664,RP11-21L23.3
12665,ACER3
12666,B3GNT6
12667,CAPN5
12668,MYO7A
12669,PAK1
12670,DKFZP434E1119
12671,CLNS1A
12672,AQP11
12673,RSF1
12674,AAMDC
12675,RP11-91P24.7
12676,RP11-91P24.6
12677,INTS4
12678,KCTD14
12679,NDUFC2-KCTD14
12680,THRSP
12681,NDUFC2
12682,ALG8
12683,KCTD21-AS1
12684,KCTD21
12685,USP35
12686,GAB2
12687,RP11-452H21.2
12688,RP11-452H21.4
12689,NARS2
12690,TENM4
12691,FAM181B
12692,PRCP
12693,C11orf82
12694,RAB30
12695,RAB30-AS1
12696,PCF11
12697,RP11-727A23.11
12698,ANKRD42
12699,CCDC90B
12700,RP11-727A23.10
12701,DLG2
12702,CTD-2537O9.1
12703,TMEM126B
12704,TMEM126A
12705,CREBZF
12706,CCDC89
12707,SYTL2
12708,PICALM
12709,EED
12710,C11orf73
12711,CCDC81
12712,ME3
12713,CTD-2005H7.1
12714,PRSS23
12715,AP000654.4
12716,RP11-736K20.5
12717,FZD4
12718,RP11-736K20.6
12719,TMEM135
12720,RAB38
12721,CTSC
12722,TYR
12723,NOX4
12724,RP11-313I2.11
12725,NAALAD2
12726,CHORDC1
12727,FAT3
12728,SLC36A4
12729,CCDC67
12730,SMCO4
12731,KIAA1731
12732,SCARNA9
12733,TAF1D
12734,C11orf54
12735,MED17
12736,VSTM5
12737,HEPHL1
12738,PANX1
12739,GPR83
12740,MRE11A
12741,RP11-685N10.1
12742,ANKRD49
12743,PIWIL4
12744,FUT4
12745,AMOTL1
12746,CWC15
12747,KDM4D
12748,ENDOD1
12749,RP11-712B9.2
12750,SESN3
12751,FAM76B
12752,CEP57
12753,MTMR2
12754,MAML2
12755,CCDC82
12756,JRKL
12757,CTD-2383M3.1
12758,ARHGAP42
12759,TMEM133
12760,PGR
12761,TRPC6
12762,ANGPTL5
12763,KIAA1377
12764,C11orf70
12765,YAP1
12766,BIRC3
12767,BIRC2
12768,TMEM123
12769,RP11-315O6.1
12770,MMP7
12771,RP11-817J15.3
12772,MMP27
12773,MMP10
12774,MMP1
12775,MMP3
12776,DCUN1D5
12777,DYNC2H1
12778,PDGFD
12779,CASP12
12780,CASP4
12781,CASP5
12782,CASP1
12783,CARD16
12784,CARD17
12785,CARD18
12786,GRIA4
12787,MSANTD4
12788,KBTBD3
12789,AASDHPPT
12790,RP11-677I18.3
12791,GUCY1A2
12792,RP11-819C21.1
12793,CWF19L2
12794,ALKBH8
12795,ELMOD1
12796,SLN
12797,SLC35F2
12798,RAB39A
12799,CUL5
12800,RP11-144G7.2
12801,ACAT1
12802,NPAT
12803,ATM
12804,C11orf65
12805,KDELC2
12806,EXPH5
12807,DDX10
12808,C11orf87
12809,ZC3H12C
12810,RDX
12811,FDX1
12812,ARHGAP20
12813,RP11-89C3.4
12814,COLCA1
12815,COLCA2
12816,POU2AF1
12817,LAYN
12818,SIK2
12819,PPP2R1B
12820,RP11-108O10.2
12821,ALG9
12822,FDXACB1
12823,C11orf1
12824,CRYAB
12825,HSPB2
12826,C11orf52
12827,DIXDC1
12828,DLAT
12829,PIH1D2
12830,C11orf57
12831,TIMM8B
12832,SDHD
12833,IL18
12834,TEX12
12835,BCO2
12836,PTS
12837,AP002884.2
12838,RP11-629G13.1
12839,NCAM1
12840,RP11-839D17.3
12841,TTC12
12842,ANKK1
12843,TMPRSS5
12844,ZW10
12845,RP11-667M19.2
12846,USP28
12847,ZBTB16
12848,NNMT
12849,RP11-64D24.4
12850,C11orf71
12851,RBM7
12852,RP11-212D19.4
12853,REXO2
12854,NXPE2
12855,CADM1
12856,AP000462.3
12857,LINC00900
12858,BUD13
12859,AP006216.11
12860,ZNF259
12861,APOA1
12862,APOA1-AS
12863,SIK3
12864,AP000936.4
12865,PAFAH1B2
12866,SIDT2
12867,TAGLN
12868,PCSK7
12869,RNF214
12870,BACE1
12871,CEP164
12872,AP000892.4
12873,DSCAML1
12874,FXYD2
12875,RP11-728F11.3
12876,FXYD6-FXYD2
12877,RP11-728F11.4
12878,FXYD6
12879,TMPRSS13
12880,IL10RA
12881,TMPRSS4
12882,SCN4B
12883,SCN2B
12884,AMICA1
12885,MPZL3
12886,MPZL2
12887,CD3E
12888,CD3D
12889,CD3G
12890,UBE4A
12891,RP11-770J1.5
12892,ATP5L
12893,RP11-770J1.4
12894,KMT2A
12895,RP11-770J1.3
12896,TTC36
12897,TMEM25
12898,IFT46
12899,ARCN1
12900,PHLDB1
12901,AP002954.3
12902,TREH
12903,DDX6
12904,CXCR5
12905,BCL9L
12906,UPK2
12907,RP11-158I9.7
12908,RP11-110I1.12
12909,CCDC84
12910,RP11-110I1.11
12911,RPS25
12912,TRAPPC4
12913,SLC37A4
12914,HYOU1
12915,RP11-110I1.14
12916,RP11-110I1.13
12917,VPS11
12918,HMBS
12919,H2AFX
12920,DPAGT1
12921,C2CD2L
12922,HINFP
12923,NLRX1
12924,PDZD3
12925,CCDC153
12926,CBL
12927,MCAM
12928,RNF26
12929,RP11-334E6.10
12930,USP2
12931,USP2-AS1
12932,THY1
12933,RP11-196E1.3
12934,PVRL1
12935,RP11-831A10.2
12936,TRIM29
12937,AP000679.2
12938,OAF
12939,POU2F3
12940,TMEM136
12941,ARHGEF12
12942,RP11-640N11.2
12943,TBCEL
12944,TECTA
12945,SC5D
12946,RP11-730K11.1
12947,SORL1
12948,BLID
12949,UBASH3B
12950,CRTAM
12951,C11orf63
12952,HSPA8
12953,CLMP
12954,AP000783.1
12955,GRAMD1B
12956,SCN3B
12957,ZNF202
12958,VWA5A
12959,TBRG1
12960,SIAE
12961,SPA17
12962,NRGN
12963,RP11-677M14.2
12964,VSIG2
12965,ESAM
12966,RP11-677M14.3
12967,MSANTD2
12968,RP11-677M14.7
12969,ROBO3
12970,ROBO4
12971,RP11-664I21.6
12972,HEPN1
12973,CCDC15
12974,SLC37A2
12975,TMEM218
12976,PKNOX2
12977,FEZ1
12978,AP000708.1
12979,EI24
12980,STT3A
12981,CHEK1
12982,HYLS1
12983,PUS3
12984,RP11-680F20.9
12985,DDX25
12986,RP11-680F20.4
12987,RP11-680F20.6
12988,CDON
12989,RPUSD4
12990,FAM118B
12991,SRPR
12992,FOXRED1
12993,TIRAP
12994,RP11-712L6.5
12995,DCPS
12996,ST3GAL4
12997,KIRREL3
12998,RP11-115C10.1
12999,ETS1
13000,RP11-264E20.2
13001,RP11-264E20.1
13002,RP11-744N12.3
13003,FLI1
13004,SENCR
13005,KCNJ1
13006,KCNJ5
13007,C11orf45
13008,TP53AIP1
13009,ARHGAP32
13010,BARX2
13011,TMEM45B
13012,NFRKB
13013,PRDM10
13014,LINC00167
13015,APLP2
13016,ST14
13017,ZBTB44
13018,RP11-121M22.1
13019,ADAMTS8
13020,ADAMTS15
13021,RP11-890B15.2
13022,RP11-890B15.3
13023,SNX19
13024,NTM
13025,OPCML
13026,IGSF9B
13027,RP11-713P17.3
13028,RP11-713P17.4
13029,JAM3
13030,NCAPD3
13031,VPS26B
13032,THYN1
13033,ACAD8
13034,GLB1L3
13035,GLB1L2
13036,RP11-469N6.1
13037,IQSEC3
13038,RP11-598F7.3
13039,RP11-598F7.5
13040,RP11-598F7.6
13041,SLC6A12
13042,SLC6A13
13043,KDM5A
13044,CCDC77
13045,B4GALNT3
13046,NINJ2
13047,RP11-218M22.1
13048,WNK1
13049,RAD52
13050,RP11-359B12.2
13051,ERC1
13052,WNT5B
13053,FBXL14
13054,ADIPOR2
13055,CACNA2D4
13056,DCP1B
13057,CACNA1C
13058,RP5-1096D14.6
13059,CACNA1C-AS2
13060,FKBP4
13061,RP4-816N1.6
13062,RP4-816N1.7
13063,ITFG2
13064,NRIP2
13065,FOXM1
13066,RHNO1
13067,TULP3
13068,TEAD4
13069,TSPAN9
13070,PRMT8
13071,EFCAB4B
13072,PARP11
13073,RP11-664D1.1
13074,CCND2-AS1
13075,CCND2
13076,C12orf5
13077,FGF23
13078,C12orf4
13079,RAD51AP1
13080,DYRK4
13081,NDUFA9
13082,KCNA6
13083,KCNA1
13084,RP11-429A20.4
13085,KCNA5
13086,NTF3
13087,ANO2
13088,VWF
13089,CD9
13090,PLEKHG6
13091,TNFRSF1A
13092,SCNN1A
13093,LTBR
13094,CD27-AS1
13095,CD27
13096,TAPBPL
13097,VAMP1
13098,MRPL51
13099,NCAPD2
13100,GAPDH
13101,RP5-940J5.9
13102,IFFO1
13103,RP5-940J5.8
13104,NOP2
13105,CHD4
13106,RP5-940J5.6
