Index,feature name
5680,CENPU
5681,ACSL1
5682,RP11-701P16.2
5683,RP11-701P16.5
5684,SLC25A4
5685,KIAA1430
5686,SNX25
5687,LRP2BP
5688,RP11-714G18.1
5689,ANKRD37
5690,UFSP2
5691,C4orf47
5692,CCDC110
5693,RP11-279O9.4
5694,PDLIM3
5695,SORBS2
5696,TLR3
5697,FAM149A
5698,CYP4V2
5699,KLKB1
5700,FAT1
5701,RP11-11N5.3
5702,RP11-696F12.1
5703,RP11-138B4.1
5704,RP11-91J3.3
5705,ZFP42
5706,TRIML2
5707,RP11-366H4.3
5708,LINC01060
5709,RP11-756P10.2
5710,RP11-462G22.1
5711,RP11-462G22.2
5712,AF146191.4
5713,FRG1
5714,PLEKHG4B
5715,CCDC127
5716,SDHA
5717,CTD-2083E4.6
5718,PDCD6
5719,AHRR
5720,C5orf55
5721,EXOC3
5722,CTD-2228K2.5
5723,CEP72
5724,TPPP
5725,AC026740.1
5726,CTD-2589H19.6
5727,ZDHHC11
5728,ZDHHC11B
5729,BRD9
5730,TRIP13
5731,RP11-43F13.3
5732,RP11-43F13.4
5733,NKD2
5734,SLC12A7
5735,CTD-3080P12.3
5736,CLPTM1L
5737,SLC6A3
5738,LPCAT1
5739,CTD-2012J19.3
5740,MRPL36
5741,NDUFS6
5742,IRX4
5743,CTD-2194D22.3
5744,RP11-259O2.1
5745,RP11-129I19.2
5746,IRX2
5747,C5orf38
5748,IRX1
5749,RP11-445O3.3
5750,ADAMTS16
5751,KIAA0947
5752,CTD-2324F15.2
5753,MED10
5754,UBE2QL1
5755,NSUN2
5756,SRD5A1
5757,CTD-2044J15.2
5758,PAPD7
5759,CTD-2296D1.5
5760,ADCY2
5761,C5orf49
5762,MTRR
5763,FASTKD3
5764,RP11-480D4.6
5765,MIR4458HG
5766,RP11-315A16.1
5767,SEMA5A
5768,SNHG18
5769,CTD-2199O4.1
5770,FAM173B
5771,CTD-2256P15.1
5772,CCT5
5773,CTD-2256P15.4
5774,CMBL
5775,CTD-2256P15.2
5776,MARCH6
5777,ROPN1L
5778,RP11-1C1.7
5779,ANKRD33B
5780,RP11-215G15.5
5781,DAP
5782,CTD-2154B17.4
5783,CTNND2
5784,DNAH5
5785,TRIO
5786,FAM105A
5787,CTD-2165H16.4
5788,FAM105B
5789,ANKH
5790,CTB-40H15.4
5791,FBXL7
5792,ZNF622
5793,FAM134B
5794,RP11-260E18.1
5795,MYO10
5796,BASP1
5797,CTD-2139B15.2
5798,RP11-321E2.3
5799,RP11-454P21.1
5800,RP11-374A4.1
5801,RP11-804N13.1
5802,CDH12
5803,C5orf17
5804,CDH10
5805,RP11-184E9.2
5806,CTD-2306M5.1
5807,LINC01021
5808,CTD-2118P12.1
5809,CDH6
5810,DROSHA
5811,C5orf22
5812,PDZD2
5813,CTD-2152M20.2
5814,GOLPH3
5815,CTD-2186M15.3
5816,MTMR12
5817,ZFR
5818,SUB1
5819,NPR3
5820,CTD-2066L21.3
5821,CTD-2203K17.1
5822,TARS
5823,ADAMTS12
5824,SLC45A2
5825,AMACR
5826,C1QTNF3
5827,RP11-1250I15.3
5828,CTD-2024P10.2
5829,RAI14
5830,CTD-2517O10.6
5831,RAD1
5832,BRIX1
5833,DNAJC21
5834,PRLR
5835,SPEF2
5836,IL7R
5837,UGT3A2
5838,LMBRD2
5839,SKP2
5840,NADK2
5841,RANBP3L
5842,SLC1A3
5843,CTD-2353F22.1
5844,CTD-2653M23.3
5845,NIPBL
5846,C5orf42
5847,NUP155
5848,WDR70
5849,GDNF
5850,GDNF-AS1
5851,EGFLAM
5852,EGFLAM-AS4
5853,CTD-2263F21.1
5854,LIFR
5855,LIFR-AS1
5856,RP11-122C5.1
5857,CTD-2127H9.1
5858,RP11-122C5.3
5859,OSMR
5860,RICTOR
5861,FYB
5862,AC008964.1
5863,C9
5864,DAB2
5865,CTD-2078B5.2
5866,PTGER4
5867,TTC33
5868,PRKAA1
5869,RPL37
5870,CARD6
5871,C7
5872,C6
5873,PLCXD3
5874,OXCT1
5875,C5orf51
5876,FBXO4
5877,RP11-112L7.1
5878,GHR
5879,CCDC152
5880,SEPP1
5881,CTD-2325A15.5
5882,CTD-2201E18.5
5883,CTD-2035E11.3
5884,CTD-2035E11.4
5885,ANXA2R
5886,AC025171.1
5887,CTD-2035E11.5
5888,ZNF131
5889,NIM1K
5890,CTD-2636A23.2
5891,HMGCS1
5892,CCL28
5893,C5orf28
5894,C5orf34
5895,RP11-159F24.5
5896,PAIP1
5897,NNT-AS1
5898,NNT
5899,FGF10
5900,FGF10-AS1
5901,RP11-53O19.1
5902,MRPS30
5903,RP11-53O19.3
5904,RP11-357F12.1
5905,HCN1
5906,EMB
5907,PARP8
5908,CTD-2089N3.2
5909,CTD-2314G24.2
5910,ISL1
5911,CTD-2288O8.1
5912,ITGA1
5913,PELO
5914,ITGA2
5915,CTD-2366F13.2
5916,MOCS2
5917,CTD-2366F13.1
5918,FST
5919,NDUFS4
5920,CTD-2081C10.7
5921,ARL15
5922,HSPB3
5923,SNX18
5924,ESM1
5925,GZMK
5926,GZMA
5927,CDC20B
5928,GPX8
5929,CCNO
5930,RP11-506H20.1
5931,DHX29
5932,SKIV2L2
5933,PPAP2A
5934,SLC38A9
5935,IL31RA
5936,IL6ST
5937,CTD-2031P19.5
5938,CTD-2031P19.3
5939,ANKRD55
5940,CTC-236F12.4
5941,AC022431.2
5942,MAP3K1
5943,SETD9
5944,MIER3
5945,CTD-2310F14.1
5946,GPBP1
5947,CTD-2023N9.1
5948,CTD-2023N9.2
5949,CTD-2023N9.3
5950,PLK2
5951,GAPT
5952,CTD-2117L12.1
5953,RAB3C
5954,PDE4D
5955,PART1
5956,DEPDC1B
5957,ELOVL7
5958,RP11-231G3.1
5959,ERCC8
5960,NDUFAF2
5961,SMIM15
5962,ZSWIM6
5963,C5orf64
5964,KIF2A
5965,DIMT1
5966,IPO11
5967,CKS1B.1
5968,LRRC70
5969,RNF180
5970,RGS7BP
5971,SREK1IP1
5972,CWC27
5973,RP11-307L14.1
5974,RP11-307L14.2
5975,ADAMTS6
5976,CENPK
5977,PPWD1
5978,TRIM23
5979,TRAPPC13
5980,CTC-534A2.2
5981,SGTB
5982,NLN
5983,CTD-2033C11.1
5984,ERBB2IP
5985,SREK1
5986,MAST4
5987,MAST4-AS1
5988,CTD-2306M10.1
5989,CD180
5990,RP11-434D9.1
5991,RP11-83M16.5
5992,PIK3R1
5993,CTC-537E7.3
5994,CTC-537E7.2
5995,CTC-498J12.1
5996,SLC30A5
5997,CTC-498J12.3
5998,CCNB1
5999,CENPH
6000,MRPS36
6001,CDK7
6002,CCDC125
6003,TAF9
6004,RAD17
6005,MARVELD2
6006,OCLN
6007,GTF2H2C
6008,SERF1B
6009,SMN2
6010,RP11-497H16.9
6011,SERF1A
6012,SMN1
6013,NAIP
6014,GTF2H2
6015,BDP1
6016,MCCC2
6017,MAP1B
6018,MRPS27
6019,PTCD2
6020,CTC-365E16.1
6021,RP11-389C8.3
6022,ZNF366
6023,CTD-2631K10.1
6024,TNPO1
6025,CTD-2376I4.1
6026,CTD-2376I4.2
6027,FCHO2
6028,TMEM171
6029,RP11-60A8.1
6030,FOXD1
6031,RP11-79P5.9
6032,BTF3
6033,ANKRA2
6034,UTP15
6035,ARHGEF28
6036,ENC1
6037,HEXB
6038,GFM2
6039,NSA2
6040,FAM169A
6041,CTD-2503O16.4
6042,GCNT4
6043,RP11-229C3.2
6044,ANKRD31
6045,HMGCR
6046,COL4A3BP
6047,POLK
6048,CTC-366B18.2
6049,CTC-366B18.4
6050,ANKDD1B
6051,POC5
6052,SV2C
6053,RP11-466P24.7
6054,IQGAP2
6055,CTD-2236F14.1
6056,F2RL2
6057,F2R
6058,F2RL1
6059,S100Z
6060,CRHBP
6061,AGGF1
6062,ZBED3
6063,ZBED3-AS1
6064,PDE8B
6065,WDR41
6066,TBCA
6067,AP3B1
6068,CTD-2037K23.2
6069,SCAMP1
6070,LHFPL2
6071,ARSB
6072,DMGDH
6073,BHMT2
6074,BHMT
6075,JMY
6076,HOMER1
6077,PAPD4
6078,CMYA5
6079,MTX3
6080,THBS4
6081,CTD-2201I18.1
6082,SERINC5
6083,ZFYVE16
6084,CTD-2015H6.3
6085,FAM151B
6086,DHFR
6087,CTC-325J23.2
6088,MTRNR2L2
6089,MSH3
6090,CTC-459I6.1
6091,RASGRF2
6092,CKMT2-AS1
6093,CKMT2
6094,ZCCHC9
6095,SSBP2
6096,ATG10
6097,RPS23
6098,ATP6AP1L
6099,TMEM167A
6100,XRCC4
6101,VCAN
6102,VCAN-AS1
6103,HAPLN1
6104,EDIL3
6105,CTD-2269F5.1
6106,CTC-384G19.1
6107,COX7C
6108,AC008394.1
6109,RASA1
6110,CTC-428H11.2
6111,CCNH
6112,TMEM161B
6113,TMEM161B-AS1
6114,CTC-467M3.1
6115,MEF2C
6116,MEF2C-AS1
6117,AC113167.2
6118,CETN3
6119,MBLAC2
6120,POLR3G
6121,LYSMD3
6122,GPR98
6123,RP11-213H15.1
6124,LUCAT1
6125,ARRDC3
6126,NR2F1
6127,FAM172A
6128,POU5F2
6129,KIAA0825
6130,ANKRD32
6131,MCTP1
6132,CTC-558O19.1
6133,FAM81B
6134,TTC37
6135,ARSK
6136,GPR150
6137,RFESD
6138,SPATA9
6139,RHOBTB3
6140,GLRX
6141,AC008592.8
6142,C5orf27
6143,ELL2
6144,CTD-2337A12.1
6145,RP11-254I22.1
6146,PCSK1
6147,CAST
6148,ERAP1
6149,CTD-2260A17.1
6150,CTD-2260A17.3
6151,CTD-2260A17.2
6152,ERAP2
6153,LNPEP
6154,CTD-2215E18.1
6155,LIX1
6156,RIOK2
6157,RGMB
6158,RGMB-AS1
6159,CHD1
6160,CTD-2007H13.3
6161,CTD-2001C12.1
6162,FAM174A
6163,ST8SIA4
6164,SLCO4C1
6165,CTD-2340E1.2
6166,LINC00491
6167,PAM
6168,GIN1
6169,PPIP5K2
6170,C5orf30
6171,NUDT12
6172,EFNA5
6173,FBXL17
6174,LINC01023
6175,FER
6176,CTD-2587M2.1
6177,PJA2
6178,CTC-332L22.1
6179,MAN2A1
6180,TMEM232
6181,SLC25A46
6182,TSLP
6183,WDR36
6184,CAMK4
6185,STARD4
6186,STARD4-AS1
6187,NREP
6188,EPB41L4A
6189,EPB41L4A-AS1
6190,EPB41L4A-AS2
6191,APC
6192,CTC-487M23.8
6193,SRP19
6194,REEP5
6195,ZRSR1
6196,CTC-487M23.5
6197,DCP2
6198,MCC
6199,CTD-2201G3.1
6200,YTHDC2
6201,KCNN2
6202,TRIM36
6203,CTC-428G20.3
6204,PGGT1B
6205,CTC-428G20.6
6206,CCDC112
6207,FEM1C
6208,TICAM2
6209,AC010226.4
6210,TMED7
6211,CTC-505O3.3
6212,CDO1
6213,ATG12
6214,AP3S1
6215,AQPEP
6216,CTD-2287O16.5
6217,COMMD10
6218,SEMA6A
6219,CTB-118N6.3
6220,LINC00992
6221,CTD-3179P9.1
6222,DTWD2
6223,CTB-161M19.4
6224,DMXL1
6225,TNFAIP8
6226,HSD17B4
6227,PRR16
6228,CTD-2334D19.1
6229,SRFBP1
6230,LOX
6231,CTC-441N14.2
6232,ZNF474
6233,CTD-2544H17.2
6234,SNCAIP
6235,SNX2
6236,SNX24
6237,PPIC
6238,PRDM6
6239,CEP120
6240,CSNK1G3
6241,ZNF608
6242,RP11-395P13.6
6243,GRAMD3
6244,RP11-517I3.1
6245,ALDH7A1
6246,PHAX
6247,LMNB1
6248,MARCH3
6249,C5orf63
6250,MEGF10
6251,PRRC1
6252,CTC-228N24.3
6253,SLC12A2
6254,FBN2
6255,SLC27A6
6256,ISOC1
6257,ADAMTS19
6258,KIAA1024L
6259,CHSY3
6260,HINT1
6261,LYRM7
6262,CDC42SE2
6263,RAPGEF6
6264,FNIP1
6265,ACSL6
6266,CSF2
6267,P4HA2
6268,PDLIM4
6269,SLC22A4
6270,SLC22A5
6271,C5orf56
6272,AC116366.5
6273,AC116366.6
6274,IRF1
6275,IL5
6276,RAD50
6277,IL13
6278,IL4
6279,KIF3A
6280,CCNI2
6281,SEPT8
6282,SHROOM1
6283,GDF9
6284,UQCRQ
6285,LEAP2
6286,AFF4
6287,ZCCHC10
6288,HSPA4
6289,FSTL4
6290,C5orf15
6291,VDAC1
6292,CTB-113I20.2
6293,TCF7
6294,SKP1
6295,PPP2CA
6296,CDKL3
6297,CTD-2410N18.3
6298,UBE2B
6299,RP11-215P8.3
6300,CDKN2AIPNL
6301,JADE2
6302,SAR1B
6303,SEC24A
6304,CAMLG
6305,DDX46
6306,C5orf24
6307,TXNDC15
6308,PCBD2
6309,CATSPER3
6310,PITX1
6311,C5orf66
6312,CTC-276P9.1
6313,H2AFY
6314,CTC-203F4.2
6315,TIFAB
6316,CTB-138E5.1
6317,CTC-321K16.1
6318,CXCL14
6319,RP11-119J18.1
6320,SLC25A48
6321,TGFBI
6322,VTRNA2-1
6323,SMAD5-AS1
6324,SMAD5
6325,AC009014.3
6326,RP11-114H21.2
6327,SPOCK1
6328,KLHL3
6329,HNRNPA0
6330,RP11-381K20.2
6331,MYOT
6332,PKD2L2
6333,FAM13B
6334,NME5
6335,BRD8
6336,KIF20A
6337,CDC23
6338,GFRA3
6339,CDC25C
6340,FAM53C
6341,RP11-256P1.1
6342,KDM3B
6343,REEP2
6344,EGR1
6345,ETF1
6346,HSPA9
6347,CTNNA1
6348,AC034243.1
6349,LRRTM2
6350,SIL1
6351,CTB-46B19.2
6352,MATR3
6353,PAIP2
6354,CTB-43P18.1
6355,MZB1
6356,SPATA24
6357,DNAJC18
6358,ECSCR
6359,AC138517.1
6360,TMEM173
6361,UBE2D2
6362,CXXC5
6363,NRG2
6364,LINC01024
6365,PURA
6366,IGIP
6367,CYSTM1
6368,PFDN1
6369,HBEGF
6370,SLC4A9
6371,ANKHD1
6372,ANKHD1-EIF4EBP3
6373,SRA1
6374,EIF4EBP3
6375,APBB3
6376,SLC35A4
6377,CD14
6378,NDUFA2
6379,TMCO6
6380,IK
6381,WDR55
6382,DND1
6383,HARS
6384,HARS2
6385,ZMAT2
6386,PCDHA2
6387,PCDHA4
6388,AC005609.1
6389,PCDHB2
6390,PCDHB3
6391,AC005754.8
6392,PCDHB4
6393,PCDHB5
6394,PCDHB6
6395,PCDHB7
6396,PCDHB16
6397,PCDHB10
6398,PCDHB11
6399,PCDHB12
6400,PCDHB13
6401,PCDHB14
6402,PCDHB15
6403,TAF7
6404,AC005618.6
6405,PCDHGA2
6406,PCDHGA3
6407,PCDHGB1
6408,PCDHGA5
6409,PCDHGA7
6410,PCDHGA9
6411,PCDHGB6
6412,PCDHGA10
6413,PCDHGB7
6414,PCDHGA12
6415,PCDHGC3
6416,DIAPH1
6417,AC008781.7
6418,HDAC3
6419,RELL2
6420,FCHSD1
6421,ARAP3
6422,PCDH1
6423,KIAA0141
6424,PCDH12
6425,RNF14
6426,GNPDA1
6427,NDFIP1
6428,SPRY4
6429,AC005592.2
6430,FGF1
6431,AC005592.3
6432,AC005592.1
6433,ARHGAP26
6434,ARHGAP26-AS1
6435,NR3C1
6436,HMHB1
6437,YIPF5
6438,KCTD16
6439,PRELID2
6440,SH3RF2
6441,PLAC8L1
6442,LARS
6443,RBM27
6444,TCERG1
6445,PPP2R2B
6446,CTC-255N20.1
6447,STK32A
6448,DPYSL3
6449,JAKMIP2
6450,C5orf46
6451,SPINK5
6452,SPINK6
6453,RP11-373N22.3
6454,SPINK9
6455,FBXO38
6456,CTD-2283N19.1
6457,ADRB2
6458,SH3TC2
6459,RP11-44B19.1
6460,ABLIM3
6461,AFAP1L1
6462,GRPEL2
6463,PCYOX1L
6464,IL17B
6465,MIR143HG
6466,AC131025.8
6467,MIR145
6468,CSNK1A1
6469,ARHGEF37
6470,PPARGC1B
6471,PDE6A
6472,SLC26A2
6473,TIGD6
6474,HMGXB3
6475,CSF1R
6476,PDGFRB
6477,CDX1
6478,SLC6A7
6479,CAMK2A
6480,ARSI
6481,TCOF1
6482,CD74
6483,RPS14
6484,CTC-367J11.1
6485,NDST1
6486,SYNPO
6487,MYOZ3
6488,RBM22
6489,DCTN4
6490,IRGM
6491,ZNF300
6492,GPX3
6493,TNIP1
6494,ANXA6
6495,CCDC69
6496,GM2A
6497,SLC36A2
6498,SLC36A1
6499,FAT2
6500,CTC-251D13.1
6501,CTB-113P19.4
6502,SPARC
6503,CTB-113P19.1
6504,CTB-113P19.5
6505,ATOX1
6506,G3BP1
6507,GLRA1
6508,AC091969.1
6509,GRIA1
6510,FAM114A2
6511,MFAP3
6512,GALNT10
6513,SAP30L-AS1
6514,SAP30L
6515,HAND1
6516,LARP1
6517,FAXDC2
6518,CNOT8
6519,GEMIN5
6520,MRPL22
6521,SGCD
6522,TIMD4
6523,HAVCR2
6524,MED7
6525,ITK
6526,CYFIP2
6527,CTB-47B11.3
6528,ADAM19
6529,NIPAL4
6530,AC106801.1
6531,THG1L
6532,LSM11
6533,CLINT1
6534,RP11-542A14.2
6535,EBF1
6536,RP11-175K6.1
6537,RNF145
6538,CTB-11I22.1
6539,UBLCP1
6540,IL12B
6541,TTC1
6542,PWWP2A
6543,FABP6
6544,CTB-127C13.1
6545,CCNJL
6546,C1QTNF2
6547,C5orf54
6548,SLU7
6549,PTTG1
6550,MIR146A
6551,ATP10B
6552,GABRB2
6553,CCNG1
6554,NUDCD2
6555,HMMR
6556,MAT2B
6557,CTC-340A15.2
6558,TENM2
6559,CTB-78F1.1
6560,CTB-178M22.2
6561,WWC1
6562,RARS
6563,FBLL1
6564,PANK3
6565,CTC-558O2.2
6566,SLIT3
6567,CTC-558O2.1
6568,SPDL1
6569,DOCK2
6570,C5orf58
6571,LCP2
6572,KCNIP1
6573,KCNMB1
6574,CTD-2270F17.1
6575,GABRP
6576,RANBP17
6577,NPM1
6578,FGF18
6579,FBXW11
6580,STK10
6581,UBTD2
6582,SH3PXD2B
6583,NEURL1B
6584,RP11-779O18.3
6585,DUSP1
6586,ERGIC1
6587,CTC-308K20.1
6588,CTC-308K20.2
6589,RPL26L1
6590,ATP6V0E1
6591,CREBRF
6592,BNIP1
6593,NKX2-5
6594,STC2
6595,BOD1
6596,CTB-43E15.3
6597,CTB-43E15.4
6598,CPEB4
6599,MSX2
6600,DRD1
6601,SFXN1
6602,HRH2
6603,THOC3
6604,FAM153B
6605,RP11-844P9.2
6606,SIMC1
6607,KIAA1191
6608,ARL10
6609,NOP16
6610,HIGD2A
6611,CLTB
6612,FAF2
6613,RNF44
6614,GPRIN1
6615,TSPAN17
6616,UNC5A
6617,HK3
6618,UIMC1
6619,ZNF346
6620,FGFR4
6621,NSD1
6622,RAB24
6623,MXD3
6624,PRELID1
6625,LMAN2
6626,RGS14
6627,SLC34A1
6628,F12
6629,GRK6
6630,PRR7-AS1
6631,PRR7
6632,DBN1
6633,PDLIM7
6634,DOK3
6635,DDX41
6636,FAM193B
6637,RP11-1277A3.3
6638,TMED9
6639,B4GALT7
6640,RP11-1277A3.1
6641,FAM153A
6642,RP11-1026M7.2
6643,RP11-423H2.3
6644,FAM153C
6645,N4BP3
6646,RMND5B
6647,NHP2
6648,HNRNPAB
6649,PHYKPL
6650,COL23A1
6651,CLK4
6652,ZNF354A
6653,ZNF354B
6654,ZFP2
6655,ZNF454
6656,GRM6
6657,ZNF879
6658,ZNF354C
6659,ADAMTS2
6660,RP11-443C10.1
6661,RUFY1
6662,RP11-1379J22.2
6663,HNRNPH1
6664,RP11-1379J22.5
6665,CANX
6666,MAML1
6667,LTC4S
6668,MGAT4B
6669,SQSTM1
6670,C5orf45
6671,CTC-241N9.1
6672,TBC1D9B
6673,RNF130
6674,MAPK9
6675,CTB-129O4.1
6676,GFPT2
6677,CTC-573N18.1
6678,CNOT6
6679,SCGB3A1
6680,FLT4
6681,MGAT1
6682,LINC00847
6683,ZFP62
6684,BTNL9
6685,CTC-338M12.5
6686,TRIM7
6687,TRIM41
6688,GNB2L1
6689,CTC-338M12.4
6690,TRIM52
6691,AC008443.1
6692,TRIM52-AS1
6693,DUSP22
6694,IRF4
6695,EXOC2
6696,HUS1B
6697,RP11-532F6.3
6698,FOXQ1
6699,FOXF2
6700,RP11-157J24.2
6701,FOXC1
6702,GMDS
6703,GMDS-AS1
6704,RP1-136B1.1
6705,MYLK4
6706,WRNIP1
6707,SERPINB1
6708,RP11-420G6.4
6709,SERPINB9
6710,SERPINB6
6711,LINC01011
6712,NQO2
6713,RP1-90J20.8
6714,RP1-90J20.12
6715,RP1-40E16.2
6716,RIPK1
6717,RP1-40E16.12
6718,BPHL
6719,RP1-40E16.11
6720,TUBB2A
6721,RP1-40E16.9
6722,TUBB2B
6723,PSMG4
6724,SLC22A23
6725,RP11-506K6.4
6726,PXDC1
6727,RP11-420L9.5
6728,FAM50B
6729,PRPF4B
6730,ECI2
6731,RP11-274H24.1
6732,RP4-529N6.1
6733,CDYL
6734,RPP40
6735,RP11-428J1.5
6736,RP11-428J1.4
6737,PPP1R3G
6738,LYRM4
6739,FARS2
6740,RP1-232P20.1
6741,NRN1
6742,F13A1
6743,LY86-AS1
6744,LY86
6745,RP1-80N2.3
6746,RP1-80N2.2
6747,RP11-556O15.1
6748,RREB1
6749,SSR1
6750,CAGE1
6751,RIOK1
6752,RP3-512B11.3
6753,DSP
6754,SNRNP48
6755,BMP6
6756,TXNDC5
6757,BLOC1S5
6758,EEF1E1
6759,SLC35B3
6760,HULC
6761,RP11-314C16.1
6762,TFAP2A
6763,TFAP2A-AS1
6764,LINC00518
6765,GCNT2
6766,C6orf52
6767,PAK1IP1
6768,TMEM14C
6769,TMEM14B
6770,SYCP2L
6771,MAK
6772,RP11-637O19.2
6773,ELOVL2
6774,SMIM13
6775,NEDD9
6776,TMEM170B
6777,ADTRP
6778,RP3-413H6.2
6779,RP11-456H18.2
6780,HIVEP1
6781,EDN1
6782,PHACTR1
6783,RP1-257A7.4
6784,TBC1D7
6785,RP1-257A7.5
6786,GFOD1
6787,SIRT5
6788,RP1-223E5.4
6789,NOL7
6790,AL441883.1
6791,RANBP9
6792,MCUR1
6793,RP3-500L14.2
6794,RNF182
6795,CD83
6796,RP11-560J1.2
6797,JARID2
6798,JARID2-AS1
6799,DTNBP1
6800,MYLIP
6801,GMPR
6802,ATXN1
6803,RP1-151F17.1
6804,RP1-151F17.2
6805,STMND1
6806,RBM24
6807,CAP2
6808,FAM8A1
6809,NUP153
6810,RP11-500C11.3
6811,KIF13A
6812,NHLRC1
6813,TPMT
6814,KDM1B
6815,DEK
6816,RNF144B
6817,RP4-625H18.2
6818,ID4
6819,MBOAT1
6820,E2F3
6821,CDKAL1
6822,SOX4
6823,CASC15
6824,CASC14
6825,RP11-524C21.2
6826,DCDC2
6827,MRS2
6828,GPLD1
6829,ALDH5A1
6830,TDP2
6831,ACOT13
6832,RP1-30M3.5
6833,C6orf62
6834,RP3-369A17.4
6835,GMNN
6836,FAM65B
6837,RP11-367G6.3
6838,LRRC16A
6839,TRIM38
6840,U91328.20
6841,U91328.19
6842,U91328.22
6843,HIST1H1A
6844,HIST1H3A
6845,HIST1H4A
6846,HIST1H4B
6847,HIST1H3B
6848,HIST1H2AB
6849,HIST1H2BB
6850,HIST1H1C
6851,HFE
6852,HIST1H4C
6853,HIST1H2BC
6854,HIST1H2AC
6855,HIST1H1E
6856,HIST1H2BD
6857,HIST1H4D
6858,HIST1H3D
6859,HIST1H2BF
6860,HIST1H4E
6861,HIST1H2BG
6862,HIST1H2AE
6863,HIST1H1D
6864,HIST1H4F
6865,HIST1H2BH
6866,HIST1H4H
6867,BTN3A2
6868,BTN2A2
6869,BTN3A1
6870,BTN3A3
6871,BTN2A1
6872,HCG11
6873,CTA-14H9.5
6874,HMGN4
6875,ABT1
6876,ZNF322
6877,RP11-457M11.5
6878,LINC00240
6879,RP1-86C11.7
6880,HIST1H2BJ
6881,HIST1H2AG
6882,HIST1H2BK
6883,HIST1H4I
6884,HIST1H2AH
6885,PRSS16
6886,ZNF391
6887,RP1-153G14.4
6888,ZNF184
6889,HIST1H2BL
6890,HIST1H2AI
6891,HIST1H3H
6892,HIST1H2AJ
6893,HIST1H4J
6894,HIST1H2AK
6895,HIST1H2BN
6896,HIST1H2AL
6897,HIST1H1B
6898,HIST1H2AM
6899,HIST1H2BO
6900,RP1-313I6.12
6901,ZNF165
6902,ZSCAN16-AS1
6903,ZSCAN16
6904,ZKSCAN8
6905,ZSCAN9
6906,ZKSCAN4
6907,NKAPL
6908,PGBD1
6909,ZSCAN31
6910,ZKSCAN3
6911,ZSCAN12
6912,XXbac-BPG308K3.6
6913,HCG14
6914,TRIM27
6915,C6orf100
6916,HCG15
6917,ZNF311
6918,UBD
6919,GABBR1
6920,MOG
6921,ZFP57
6922,HLA-F
6923,HLA-G
6924,HLA-A
6925,HCG9
6926,ZNRD1-AS1
6927,ZNRD1
6928,PPP1R11
6929,RNF39
6930,TRIM31
6931,TRIM26
6932,HCG17
6933,HCG18
6934,TRIM39
6935,RPP21
6936,HLA-E
6937,XXbac-BPG249D20.9
6938,GNL1
6939,PRR3
6940,ABCF1
6941,PPP1R10
6942,MRPS18B
6943,ATAT1
6944,C6orf136
6945,DHX16
6946,PPP1R18
6947,NRM
6948,MDC1
6949,TUBB
6950,XXbac-BPG252P9.9
6951,FLOT1
6952,XXbac-BPG252P9.10
6953,IER3
6954,XXbac-BPG27H4.8
6955,DDR1-AS1
6956,DDR1
6957,GTF2H4
6958,VARS2
6959,SFTA2
6960,HCG22
6961,PSORS1C1
6962,CDSN
6963,PSORS1C2
6964,CCHCR1
6965,TCF19
6966,POU5F1
6967,XXbac-BPG299F13.17
6968,HCG27
6969,HLA-C
6970,HLA-B
6971,XXbac-BPG181B23.7
6972,MICA
6973,MICB
6974,DDX39B
6975,ATP6V1G2
6976,NFKBIL1
6977,LTA
6978,TNF
6979,LTB
6980,LST1
6981,NCR3
6982,AIF1
6983,PRRC2A
6984,BAG6
6985,APOM
6986,C6orf47
6987,C6orf47-AS1
6988,GPANK1
6989,CSNK2B
6990,LY6G5B
6991,LY6G5C
6992,ABHD16A
6993,MEGT1
6994,LY6G6D
6995,C6orf25
6996,LY6G6C
6997,DDAH2
6998,CLIC1
6999,MSH5
7000,MSH5-SAPCD1
7001,SAPCD1-AS1
7002,VWA7
7003,VARS
7004,LSM2
7005,HSPA1L
7006,HSPA1A
7007,HSPA1B
7008,C6orf48
7009,NEU1
7010,SLC44A4
7011,EHMT2
7012,C2
7013,CFB
7014,NELFE
7015,SKIV2L
7016,DXO
7017,STK19
7018,CYP21A2
7019,TNXB
7020,ATF6B
7021,FKBPL
7022,PRRT1
7023,PPT2
7024,PPT2-EGFL8
7025,EGFL8
7026,AGPAT1
7027,RNF5
7028,AGER
7029,PBX2
7030,GPSM3
7031,NOTCH4
7032,XXbac-BPG154L12.4
7033,HCG23
7034,HLA-DRA
7035,HLA-DRB5
7036,HLA-DRB1
7037,HLA-DQA1
7038,HLA-DQB1
7039,HLA-DQB1-AS1
7040,HLA-DQA2
7041,HLA-DQB2
7042,HLA-DOB
7043,TAP2.1
7044,PSMB8
7045,TAPSAR1
7046,PSMB9
7047,TAP1
7048,HLA-DMB
7049,HLA-DMA
7050,BRD2
7051,XXbac-BPG181M17.6
7052,HLA-DOA
7053,HLA-DPA1
7054,HLA-DPB1
7055,COL11A2
7056,RXRB
7057,SLC39A7
7058,HSD17B8
7059,RING1
7060,HCG25
7061,VPS52
7062,RPS18
7063,B3GALT4
7064,WDR46
7065,PFDN6
7066,RGL2
7067,TAPBP
7068,ZBTB22
7069,DAXX
7070,KIFC1
7071,PHF1
7072,CUTA
7073,SYNGAP1
7074,ZBTB9
7075,BAK1
7076,ITPR3
7077,UQCC2
7078,IP6K3
